eall,i,r,t,Value
CO2,biopower,p1,2010,841.765219
CO2,biopower,p3,2010,3928.995639
CO2,biopower,p3,2015,942.97896
CO2,biopower,p3,2020,942.97896
CO2,biopower,p3,2023,942.97896
CO2,biopower,p3,2026,942.97896
CO2,biopower,p5,2010,192.412962
CO2,biopower,p5,2015,148.368996
CO2,biopower,p5,2020,148.368996
CO2,biopower,p5,2023,148.368996
CO2,biopower,p5,2026,148.368996
CO2,biopower,p5,2029,148.368996
CO2,biopower,p5,2032,17.455176
CO2,biopower,p5,2035,17.455176
CO2,biopower,p5,2038,17.455176
CO2,biopower,p5,2041,17.455176
CO2,biopower,p5,2044,35.753623
CO2,biopower,p5,2047,87.756886
CO2,biopower,p5,2050,17.455176
CO2,biopower,p6,2010,1053.249637
CO2,biopower,p6,2015,1052.906098
CO2,biopower,p6,2020,1052.944331
CO2,biopower,p6,2023,1053.422813
CO2,biopower,p6,2026,1052.944331
CO2,biopower,p6,2029,1053.459027
CO2,biopower,p6,2032,333.019109
CO2,biopower,p6,2035,333.019109
CO2,biopower,p6,2038,333.019109
CO2,biopower,p6,2041,333.019109
CO2,biopower,p6,2044,333.019109
CO2,biopower,p6,2047,333.019109
CO2,biopower,p6,2050,333.019109
CO2,biopower,p8,2010,6043.543254
CO2,biopower,p8,2015,7860.987041
CO2,biopower,p8,2020,7860.987041
CO2,biopower,p8,2023,3544.865436
CO2,biopower,p8,2026,1786.159052
CO2,biopower,p8,2029,701.49114
CO2,biopower,p8,2032,560.820456
CO2,biopower,p9,2010,17982.492633
CO2,biopower,p9,2015,111671.512319
CO2,biopower,p9,2020,62668.038252
CO2,biopower,p9,2023,20575.176624
CO2,biopower,p9,2026,17343.93551
CO2,biopower,p9,2029,15255.471532
CO2,biopower,p9,2032,7584.847097
CO2,biopower,p9,2035,5927.099177
CO2,biopower,p9,2038,5390.285421
CO2,biopower,p9,2041,6156.628951
CO2,biopower,p9,2044,6661.800225
CO2,biopower,p9,2047,6214.293236
CO2,biopower,p9,2050,3061.220358
CO2,biopower,p10,2010,13617.066174
CO2,biopower,p10,2015,40559.537574
CO2,biopower,p10,2020,42136.016893
CO2,biopower,p10,2023,17397.153694
CO2,biopower,p10,2026,16805.44046
CO2,biopower,p10,2029,14511.546392
CO2,biopower,p10,2032,8391.581622
CO2,biopower,p10,2035,8577.805836
CO2,biopower,p10,2038,5223.857183
CO2,biopower,p10,2041,5385.011826
CO2,biopower,p10,2044,6296.456277
CO2,biopower,p10,2047,6304.5696
CO2,biopower,p10,2050,2560.287855
CO2,biopower,p14,2010,157.05769
CO2,biopower,p14,2015,157.05769
CO2,biopower,p14,2020,157.05769
CO2,biopower,p14,2023,157.05769
CO2,biopower,p14,2026,157.05769
CO2,biopower,p15,2010,164.078654
CO2,biopower,p15,2015,1399.929235
CO2,biopower,p15,2020,448.598023
CO2,biopower,p15,2023,1807.179568
CO2,biopower,p15,2026,448.598023
CO2,biopower,p15,2029,347.358002
CO2,biopower,p15,2032,347.358002
CO2,biopower,p15,2035,347.358002
CO2,biopower,p15,2038,347.358002
CO2,biopower,p15,2041,347.358002
CO2,biopower,p15,2044,784.07337
CO2,biopower,p15,2047,1674.175179
CO2,biopower,p15,2050,347.358002
CO2,biopower,p16,2015,236.433964
CO2,biopower,p16,2020,127.059369
CO2,biopower,p16,2023,437.439182
CO2,biopower,p16,2026,87.27588
CO2,biopower,p16,2029,87.27588
CO2,biopower,p16,2032,87.27588
CO2,biopower,p16,2035,87.27588
CO2,biopower,p16,2038,87.27588
CO2,biopower,p16,2041,87.27588
CO2,biopower,p16,2044,101.514408
CO2,biopower,p16,2047,426.462851
CO2,biopower,p16,2050,87.27588
CO2,biopower,p25,2015,52.365528
CO2,biopower,p25,2020,52.365528
CO2,biopower,p25,2023,386.292356
CO2,biopower,p25,2026,52.365528
CO2,biopower,p25,2029,52.365528
