i,v,r,t,Value
distpv,init-1,p1,2010,6141.123
distpv,init-1,p1,2015,42125.949
distpv,init-1,p1,2020,142323.219
distpv,init-1,p1,2023,235409.715
distpv,init-1,p1,2026,252755.694
distpv,init-1,p1,2029,296066.772
distpv,init-1,p1,2032,393139.611
distpv,init-1,p1,2035,451965.105
distpv,init-1,p1,2038,471358.125
distpv,init-1,p1,2041,490104.711
distpv,init-1,p1,2044,511867.989
distpv,init-1,p1,2047,535355.091
distpv,init-1,p1,2050,562936.275
distpv,init-1,p2,2010,2111.2623
distpv,init-1,p2,2015,14530.4523
distpv,init-1,p2,2020,48807.4167
distpv,init-1,p2,2023,81594.0783
distpv,init-1,p2,2026,88673.0166
distpv,init-1,p2,2029,101588.9742
distpv,init-1,p2,2032,124937.0514
distpv,init-1,p2,2035,136362.7062
distpv,init-1,p2,2038,143193.2607
distpv,init-1,p2,2041,149775.4314
distpv,init-1,p2,2044,156854.3697
distpv,init-1,p2,2047,165175.227
distpv,init-1,p2,2050,174365.4276
distpv,init-1,p3,2010,1291.062
distpv,init-1,p3,2015,9166.5402
distpv,init-1,p3,2020,31760.1252
distpv,init-1,p3,2023,52417.1172
distpv,init-1,p3,2026,58356.0024
distpv,init-1,p3,2029,74752.4898
distpv,init-1,p3,2032,103414.0662
distpv,init-1,p3,2035,115550.049
distpv,init-1,p3,2038,119681.4474
distpv,init-1,p3,2041,123683.7396
distpv,init-1,p3,2044,128073.3504
distpv,init-1,p3,2047,133883.1294
distpv,init-1,p3,2050,141887.7138
distpv,init-1,p4,2010,144.0471
distpv,init-1,p4,2015,1296.4239
distpv,init-1,p4,2020,4321.413
distpv,init-1,p4,2023,7202.355
distpv,init-1,p4,2026,7490.4492
distpv,init-1,p4,2029,8354.7318
distpv,init-1,p4,2032,9651.1557
distpv,init-1,p4,2035,9795.2028
distpv,init-1,p4,2038,9939.2499
distpv,init-1,p4,2041,10227.3441
distpv,init-1,p4,2044,10371.3912
distpv,init-1,p4,2047,10659.4854
distpv,init-1,p4,2050,10803.5325
distpv,init-1,p5,2010,12355.1505
distpv,init-1,p5,2015,65423.4636
distpv,init-1,p5,2020,169559.7321
distpv,init-1,p5,2023,322175.2578
distpv,init-1,p5,2026,391952.4411
distpv,init-1,p5,2029,712362.6774
distpv,init-1,p5,2032,1244457.8256
distpv,init-1,p5,2035,1198684.9347
distpv,init-1,p5,2038,1215393.8049
distpv,init-1,p5,2041,1233279.3561
distpv,init-1,p5,2044,1255753.9632
distpv,init-1,p5,2047,1285170.9882
distpv,init-1,p5,2050,1321530.4311
distpv,init-1,p6,2010,2431.0557
distpv,init-1,p6,2015,13434.7815
distpv,init-1,p6,2020,43759.0026
distpv,init-1,p6,2023,92380.1166
distpv,init-1,p6,2026,111700.6119
distpv,init-1,p6,2029,174268.3086
