ba,state_abbr,year,pollutant,tons,model,cr,md,damage_$,mortality
p1,WA,2010,SO2,62.72,AP2,ACS,3649.64,228902.6,0.033
p1,WA,2010,SO2,62.72,AP2,H6C,9375.9,588049.74,0.0848
p1,WA,2010,SO2,62.72,EASIUR,ACS,18204.36,1141764.03,0.1647
p1,WA,2010,SO2,62.72,EASIUR,H6C,46771.73,2933488.54,0.4231
p1,WA,2010,SO2,62.72,InMAP,ACS,4154.93,260594.15,0.0376
p1,WA,2010,SO2,62.72,InMAP,H6C,10674.16,669475.68,0.0966
p1,WA,2015,SO2,29.81,AP2,ACS,3649.64,108807.81,0.0157
p1,WA,2015,SO2,29.81,AP2,H6C,9375.9,279526.77,0.0403
p1,WA,2015,SO2,29.81,EASIUR,ACS,18204.36,542732.35,0.0783
p1,WA,2015,SO2,29.81,EASIUR,H6C,46771.73,1394420.46,0.2011
p1,WA,2015,SO2,29.81,InMAP,ACS,4154.93,123872.25,0.0179
p1,WA,2015,SO2,29.81,InMAP,H6C,10674.16,318232.23,0.0459
p1,WA,2020,SO2,52.54,AP2,ACS,3649.64,191752.99,0.0277
p1,WA,2020,SO2,52.54,AP2,H6C,9375.9,492612.56,0.0711
p1,WA,2020,SO2,52.54,EASIUR,ACS,18204.36,956462.13,0.138
p1,WA,2020,SO2,52.54,EASIUR,H6C,46771.73,2457399.78,0.3545
p1,WA,2020,SO2,52.54,InMAP,ACS,4154.93,218301.18,0.0315
p1,WA,2020,SO2,52.54,InMAP,H6C,10674.16,560823.53,0.0809
p1,WA,2023,SO2,26.34,AP2,ACS,3649.64,96138.62,0.0139
p1,WA,2023,SO2,26.34,AP2,H6C,9375.9,246979.69,0.0356
p1,WA,2023,SO2,26.34,EASIUR,ACS,18204.36,479538.57,0.0692
p1,WA,2023,SO2,26.34,EASIUR,H6C,46771.73,1232059.21,0.1777
p1,WA,2023,SO2,26.34,InMAP,ACS,4154.93,109449.01,0.0158
p1,WA,2023,SO2,26.34,InMAP,H6C,10674.16,281178.42,0.0406
p1,WA,2026,SO2,61.69,AP2,ACS,3649.64,225149.04,0.0325
p1,WA,2026,SO2,61.69,AP2,H6C,9375.9,578406.86,0.0834
p1,WA,2026,SO2,61.69,EASIUR,ACS,18204.36,1123041.31,0.162
p1,WA,2026,SO2,61.69,EASIUR,H6C,46771.73,2885385.0,0.4162
p1,WA,2026,SO2,61.69,InMAP,ACS,4154.93,256320.91,0.037
p1,WA,2026,SO2,61.69,InMAP,H6C,10674.16,658497.58,0.095
p1,WA,2029,SO2,66.58,AP2,ACS,3649.64,242981.06,0.035
p1,WA,2029,SO2,66.58,AP2,H6C,9375.9,624217.25,0.09
p1,WA,2029,SO2,66.58,EASIUR,ACS,18204.36,1211987.29,0.1748
p1,WA,2029,SO2,66.58,EASIUR,H6C,46771.73,3113910.34,0.4492
p1,WA,2029,SO2,66.58,InMAP,ACS,4154.93,276621.78,0.0399
p1,WA,2029,SO2,66.58,InMAP,H6C,10674.16,710651.24,0.1025
p1,WA,2032,SO2,115.82,AP2,ACS,3649.64,422704.55,0.061
p1,WA,2032,SO2,115.82,AP2,H6C,9375.9,1085926.07,0.1566
p1,WA,2032,SO2,115.82,EASIUR,ACS,18204.36,2108446.37,0.3041
p1,WA,2032,SO2,115.82,EASIUR,H6C,46771.73,5417146.69,0.7814
p1,WA,2032,SO2,115.82,InMAP,ACS,4154.93,481227.98,0.0694
p1,WA,2032,SO2,115.82,InMAP,H6C,10674.16,1236291.85,0.1783
p1,WA,2035,SO2,116.46,AP2,ACS,3649.64,425033.36,0.0613
p1,WA,2035,SO2,116.46,AP2,H6C,9375.9,1091908.77,0.1575
p1,WA,2035,SO2,116.46,EASIUR,ACS,18204.36,2120062.44,0.3058
p1,WA,2035,SO2,116.46,EASIUR,H6C,46771.73,5446991.41,0.7857
p1,WA,2035,SO2,116.46,InMAP,ACS,4154.93,483879.21,0.0698
p1,WA,2035,SO2,116.46,InMAP,H6C,10674.16,1243102.96,0.1793
p1,WA,2038,SO2,244.62,AP2,ACS,3649.64,892778.95,0.1288
p1,WA,2038,SO2,244.62,AP2,H6C,9375.9,2293545.08,0.3308
p1,WA,2038,SO2,244.62,EASIUR,ACS,18204.36,4453173.11,0.6423
p1,WA,2038,SO2,244.62,EASIUR,H6C,46771.73,11441359.07,1.6503
p1,WA,2038,SO2,244.62,InMAP,ACS,4154.93,1016384.16,0.1466
p1,WA,2038,SO2,244.62,InMAP,H6C,10674.16,2611127.19,0.3766
p1,WA,2041,SO2,234.27,AP2,ACS,3649.64,854996.73,0.1233
p1,WA,2041,SO2,234.27,AP2,H6C,9375.9,2196482.73,0.3168
p1,WA,2041,SO2,234.27,EASIUR,ACS,18204.36,4264715.76,0.6152
p1,WA,2041,SO2,234.27,EASIUR,H6C,46771.73,10957163.17,1.5805
p1,WA,2041,SO2,234.27,InMAP,ACS,4154.93,973371.0,0.1404
p1,WA,2041,SO2,234.27,InMAP,H6C,10674.16,2500624.84,0.3607
p1,WA,2044,SO2,267.38,AP2,ACS,3649.64,975846.51,0.1408
p1,WA,2044,SO2,267.38,AP2,H6C,9375.9,2506945.26,0.3616
p1,WA,2044,SO2,267.38,EASIUR,ACS,18204.36,4867513.33,0.7021
p1,WA,2044,SO2,267.38,EASIUR,H6C,46771.73,12505906.79,1.8039
p1,WA,2044,SO2,267.38,InMAP,ACS,4154.93,1110952.42,0.1602
p1,WA,2044,SO2,267.38,InMAP,H6C,10674.16,2854076.43,0.4117
p1,WA,2047,SO2,278.55,AP2,ACS,3649.64,1016618.54,0.1466
p1,WA,2047,SO2,278.55,AP2,H6C,9375.9,2611688.43,0.3767
p1,WA,2047,SO2,278.55,EASIUR,ACS,18204.36,5070883.86,0.7314
p1,WA,2047,SO2,278.55,EASIUR,H6C,46771.73,13028418.51,1.8793
p1,WA,2047,SO2,278.55,InMAP,ACS,4154.93,1157369.34,0.1669
p1,WA,2047,SO2,278.55,InMAP,H6C,10674.16,2973323.16,0.4289
p1,WA,2050,SO2,357.24,AP2,ACS,3649.64,1303790.84,0.1881
p1,WA,2050,SO2,357.24,AP2,H6C,9375.9,3349432.76,0.4831
p1,WA,2050,SO2,357.24,EASIUR,ACS,18204.36,6503296.61,0.9381
p1,WA,2050,SO2,357.24,EASIUR,H6C,46771.73,16708659.15,2.4101
p1,WA,2050,SO2,357.24,InMAP,ACS,4154.93,1484300.64,0.2141
p1,WA,2050,SO2,357.24,InMAP,H6C,10674.16,3813221.31,0.55
p10,CA,2010,SO2,10351.97,AP2,ACS,22816.59,236196580.76,34.0697
p10,CA,2010,SO2,10351.97,AP2,H6C,58622.06,606853567.72,87.5344
p10,CA,2010,SO2,10351.97,EASIUR,ACS,11194.08,115880707.47,16.715
p10,CA,2010,SO2,10351.97,EASIUR,H6C,28760.03,297722842.43,42.9444
p10,CA,2010,SO2,10351.97,InMAP,ACS,18448.86,190982010.96,27.5478
p10,CA,2010,SO2,10351.97,InMAP,H6C,47399.94,490682588.99,70.7775
p10,CA,2015,SO2,7310.82,AP2,ACS,22816.59,166807934.33,24.0609
p10,CA,2015,SO2,7310.82,AP2,H6C,58622.06,428575171.35,61.819
p10,CA,2015,SO2,7310.82,EASIUR,ACS,11194.08,81837854.64,11.8045
p10,CA,2015,SO2,7310.82,EASIUR,H6C,28760.03,210259319.54,30.3284
p10,CA,2015,SO2,7310.82,InMAP,ACS,18448.86,134876273.99,19.455
p10,CA,2015,SO2,7310.82,InMAP,H6C,47399.94,346532319.89,49.9849
p10,CA,2020,SO2,5047.02,AP2,ACS,22816.59,115155720.37,16.6104
p10,CA,2020,SO2,5047.02,AP2,H6C,58622.06,295866517.3,42.6767
p10,CA,2020,SO2,5047.02,EASIUR,ACS,11194.08,56496695.69,8.1493
p10,CA,2020,SO2,5047.02,EASIUR,H6C,28760.03,145152348.43,20.9372
p10,CA,2020,SO2,5047.02,InMAP,ACS,18448.86,93111724.89,13.4307
p10,CA,2020,SO2,5047.02,InMAP,H6C,47399.94,239228302.22,34.507
p10,CA,2023,SO2,2910.36,AP2,ACS,22816.59,66404418.93,9.5784
p10,CA,2023,SO2,2910.36,AP2,H6C,58622.06,170611100.34,24.6095
p10,CA,2023,SO2,2910.36,EASIUR,ACS,11194.08,32578757.15,4.6993
p10,CA,2023,SO2,2910.36,EASIUR,H6C,28760.03,83701941.37,12.0734
p10,CA,2023,SO2,2910.36,InMAP,ACS,18448.86,53692773.29,7.7448
p10,CA,2023,SO2,2910.36,InMAP,H6C,47399.94,137950736.19,19.8984
p10,CA,2026,SO2,1404.35,AP2,ACS,22816.59,32042511.94,4.6219
p10,CA,2026,SO2,1404.35,AP2,H6C,58622.06,82325970.29,11.8749
p10,CA,2026,SO2,1404.35,EASIUR,ACS,11194.08,15720417.89,2.2676
p10,CA,2026,SO2,1404.35,EASIUR,H6C,28760.03,40389186.43,5.8259
p10,CA,2026,SO2,1404.35,InMAP,ACS,18448.86,25908687.36,3.7371
p10,CA,2026,SO2,1404.35,InMAP,H6C,47399.94,66566174.1,9.6017
p10,CA,2029,SO2,1381.51,AP2,ACS,22816.59,31521300.64,4.5467
p10,CA,2029,SO2,1381.51,AP2,H6C,58622.06,80986836.01,11.6818
p10,CA,2029,SO2,1381.51,EASIUR,ACS,11194.08,15464705.74,2.2307
p10,CA,2029,SO2,1381.51,EASIUR,H6C,28760.03,39732206.09,5.7311
p10,CA,2029,SO2,1381.51,InMAP,ACS,18448.86,25487250.34,3.6764
p10,CA,2029,SO2,1381.51,InMAP,H6C,47399.94,65483392.5,9.4455
